name;recclass;mass;fall;year;reclat;reclong
Atarra;L4;1280;Fell;1920;25,25417;80,625
Atemajac;L6;94,2;Fell;1896;20,06667;-103,66667
Athens;LL6;265;Fell;1933;34,75;-87
Atoka;L6;1384,2;Fell;1945;34,31667;-96,15
Aubres;Aubrite;800;Fell;1836;44,38333;5,16667
Aumale;L6;50000;Fell;1865;36,16667;3,66667
Aumieres;L6;2000;Fell;1842;44,33333;3,23333
Ausson;L5;50000;Fell;1858;43,08333;0,58333
Avanhandava;H4;9330;Fell;1952;-21,46028;-49,95083
Avce;Iron, IIAB;1230;Fell;1908;46;13,5
Avilez;H;146;Fell;1855;25;-103,5
Awere;L4;134;Fell;1968;2,71667;32,83333
Aztec;L6;2830;Fell;1938;36,8;-108
Bachmut;L6;18000;Fell;1814;48,6;38
Bahjoi;Iron, IAB-sLL;10322;Fell;1934;28,48333;78,5
Bald Mountain;L4;3700;Fell;1929;35,96667;-82,48333
Baldwyn;L6;345;Fell;1922;34,5;-88,66667
Bali;CV3;1000;Fell;1907;5,38333;16,38333
Ban Rong Du;Iron, ungrouped;16700;Fell;1993;16,66667;101,18333
Bandong;LL6;11500;Fell;1871;-6,91667;107,6
Bansur;L6;15000;Fell;1892;27,7;76,33333
Banswal;L5;14;Fell;1913;30,4;78,2
Banten;CM2;629;Fell;1933;-6,33333;106
Barbotan;H5;6400;Fell;1790;43,95;-0,05
Barcelona (stone);OC;;Fell;1704;41,36667;2,16667
Barea;Mesosiderite-A1;3200;Fell;1842;42,38333;-2,5
Barnaul;H5;23,2;Fell;1904;52,73333;84,08333
Barntrup;LL4;17;Fell;1886;52;9,1
Baroti;L6;4500;Fell;1910;31,61667;76,8
Barwell;L5;44000;Fell;1965;52,56528;-1,33972
Bassikounou;H5;29560;Fell;2006;15,78333;-5,9
Baszk�wka;L5;15500;Fell;1994;52,03333;20,93583
Bath;H4;21000;Fell;1892;45,41667;-98,31667
Bath Furnace;L6;86000;Fell;1902;38,25;-83,75
Battle Mountain;L6;2900;Fell;2012;40,66813;-117,18913
Bawku;LL5;1557;Fell;1989;11,08333;-0,18333
Baxter;L6;611;Fell;1916;36,75;-93,5
Beardsley;H5;16000;Fell;1929;39,8;-101,2
Beaver Creek;H5;14000;Fell;1893;51,16667;-117,33333
Beddgelert;H5;794;Fell;1949;53,01667;-4,1
Bells;C2-ung;375;Fell;1961;33,6;-96,46667
Belville;OC;;Fell;1937;-32,33333;-64,86667
Benares (a);LL4;3700;Fell;1798;25,36667;82,91667
Benguerir;LL6;25000;Fell;2004;32,25;-8,15
Beni M'hira;L6;19000;Fell;2001;32,86667;10,8
Benld;H6;1770,5;Fell;1938;39,08333;-89,15
Benoni;H6;3880;Fell;1943;-26,16667;28,41667
Bensour;LL6;45000;Fell;2002;30;-7
Benton;LL6;2840;Fell;1949;45,95;-67,55
Berduc;L6;270;Fell;2008;-31,91;-58,32833
B�r�ba;Eucrite-mmict;18000;Fell;1924;11,65;-3,65
Berlanguillas;L6;1440;Fell;1811;41,68333;-3,8
Berthoud;Eucrite-mmict;960;Fell;2004;40,30583;-105,02325
Bethlehem;H;13,9;Fell;1859;42,53333;-73,83333
Beuste;L5;2000;Fell;1859;43,21667;-0,23333
Beyrout;LL3.8;1100;Fell;1921;33,88333;35,5
Bhagur;L6;18;Fell;1877;20,88333;74,83333
Bhawad;LL6;678;Fell;2002;26,50833;73,11528
Bherai;L6;100;Fell;1893;20,83333;71,46667
Bhola;LL3-6;1047;Fell;1940;22,68333;90,65
Bholghati;Howardite;2500;Fell;1905;22,08333;86,9
Bialystok;Eucrite-pmict;4000;Fell;1827;53,1;23,2
Bielokrynitschie;H4;1900;Fell;1887;50,13333;27,16667
Bilanga;Diogenite;25000;Fell;1999;12,45;-0,08333
Binningup;H5;488,1;Fell;1984;-33,15639;115,67639
Birni N'konni;H4;560;Fell;1923;13,76667;5,3
Bishopville;Aubrite;6000;Fell;1843;34,16667;-80,28333
Bishunpur;LL3.15;1039;Fell;1895;25,38333;82,6
Bjelaja Zerkov;H6;1850;Fell;1796;49,78333;30,16667
Bjurb�le;L/LL4;330000;Fell;1899;60,4;25,8
Black Moshannan Park;L5;705;Fell;1941;40,91667;-78,08333
Blackwell;L5;2381;Fell;1906;36,83333;-97,33333
Blanket;L6;5100;Fell;1909;31,83333;-98,83333
Blansko;H6;470;Fell;1833;49,36667;16,63333
Bloomington;LL6;67,8;Fell;1938;40,48;-89,00417
Bo Xian;LL3.9;7500;Fell;1977;33,83333;115,83333
Bocas;L6;56;Fell;1804;23;-102
Bogou;Iron, IAB-MG;8800;Fell;1962;12,5;0,7
Boguslavka;Iron, IIAB;256000;Fell;1916;44,55;131,63333
Borgo San Donino;LL6;1676;Fell;1808;44,86667;10,05
Bori;L6;8600;Fell;1894;21,95;78,03333
Boriskino;CM2;1342;Fell;1930;54,23333;52,48333
Borkut;L5;7000;Fell;1852;48,15;24,28333
Borodino;H5;500;Fell;1812;55,46667;35,86667
Botschetschki;L4;614;Fell;1823;51,33333;33,88333
Boumdeid (2003);L6;190;Fell;2003;17,71067;-11,3715
Boumdeid (2011);L6;3599;Fell;2011;17,17493;-11,34133
Bovedy;L3;5460;Fell;1969;54,56667;-6,33333
Bradford Woods;L;762;Fell;1886;40,5;-80,08333
Braunau;Iron, IIAB;39000;Fell;1847;50,6;16,3
Breitscheid;H5;1500;Fell;1956;50,66694;8,18361
Bremerv�rde;H/L3.9;7250;Fell;1855;53,4;9,1
Brient;Eucrite-pmict;219;Fell;1933;52,13333;59,31667
Bruderheim;L6;303000;Fell;1960;53,9;-112,88333
Bukhara;CV3;5300;Fell;2001;39,77978;64,60035
Bulls Run;Iron?;2250;Fell;1964;;
Bunburra Rockhole;Eucrite;324;Fell;2007;-31,35;129,19
Bununu;Howardite;357;Fell;1942;10,01667;9,58333
Bur-Gheluai;H5;120000;Fell;1919;5;48
Burnwell;H4-an;1504;Fell;1990;37,62194;-82,23722
Bursa;L6;25000;Fell;1946;40,2;29,23333
Buschhof;L6;5000;Fell;1863;46,45;25,78333
Bustee;Aubrite;1500;Fell;1852;26,78333;82,83333
Butsura;H6;29000;Fell;1861;27,08333;84,08333
Buzzard Coulee;H4;41000;Fell;2008;52,996;-109,84817
Cabezo de Mayo;L/LL6;25000;Fell;1870;37,98333;-1,16667
Cabin Creek;Iron, IIIAB;48500;Fell;1886;35,5;-93,5
Cacak;OC;212;Fell;1919;43,83889;20,33333
Cali;H/L4;478;Fell;2007;3,405;-76,51
Calivo;Stone-uncl;2400;Fell;1916;11,75;122,33333
Campos Sales;L5;23680;Fell;1991;-7,03333;-40,16667
�anakkale;L6;4000;Fell;1964;39,8;26,6
Ca�ellas;H4;945;Fell;1861;41,25;1,66667
Cangas de Onis;H5;34000;Fell;1866;43,38333;-5,15
Canon City;H6;1400;Fell;1973;38,47028;-105,24139
Cape Girardeau;H6;2300;Fell;1846;37,26667;-89,58333
Capilla del Monte;H6;750;Fell;1934;-30,88333;-64,55
Carancas;H4-5;342;Fell;2007;-16,66444;-69,04389
Caratash;LL6;8;Fell;1902;38,5;27
Castalia;H5;7300;Fell;1874;36,08333;-78,06667
Castel Berardenga;Stone-uncl;;Fell;1791;43,35;11,5
Castine;L6;94;Fell;1848;44,38333;-68,75
Castrovillari;Stone-uncl;15000;Fell;1583;39,8;16,2
Caswell County;OC;1360;Fell;1810;36,5;-79,25
Ceniceros;L3.7;1025;Fell;1988;26,46667;-105,23333
Centerville;H5;45,6;Fell;1956;43,2;-96,91667
Cereseto;H5;6460;Fell;1840;45,08333;8,3
Chadong;L6;3700;Fell;1998;28,53333;109,31667
Chail;H6;0,5;Fell;1814;25,36667;81,66667
Chainpur;LL3.4;8200;Fell;1907;25,85;83,48333
Chajari;L5;18300;Fell;1933;-30,78333;-58,05
Chandakapur;L5;8800;Fell;1838;20,26667;76,01667
Chandpur;L6;1100;Fell;1885;27,28333;79,05
Changde;H5;1810;Fell;1977;29,08333;111,75
Chantonnay;L6;31500;Fell;1812;46,68333;1,05
Charlotte;Iron, IVA;4300;Fell;1835;36,16667;-87,33333
Charsonville;H6;27000;Fell;1810;47,93333;1,56667
Charwallas;H6;12000;Fell;1834;29,48333;75,5
Chassigny;Martian (chassignite);4000;Fell;1815;47,71667;5,36667
Ch�teau-Renard;L6;30000;Fell;1841;47,93333;2,91667
Chaves;Howardite;2945;Fell;1925;41,93333;-7,46667
Chela;H4;2936;Fell;1988;-3,66667;32,5
Chelyabinsk;LL5;100000;Fell;2013;54,81667;61,11667
Chergach ;H5;100000;Fell;2007;23,69639;-5,01472
Chernyi Bor;H4;6000;Fell;1964;53,7;30,1
Cherokee Springs;LL6;8400;Fell;1933;35,03333;-81,88333
Chervettaz;L5;705;Fell;1901;46,55;6,81667
Chervony Kut;Eucrite-mmict;1700;Fell;1939;50,83333;34
Chetrinahatti;Stone-uncl;72;Fell;1880;14,5;76,5
Chiang Khan;H6;367;Fell;1981;17,9;101,63333
Chicora;LL6;303;Fell;1938;40,93333;-79,73333
Chisenga;Iron, IIIAB;3920;Fell;1988;-10,05944;33,395
Chitado;L6;;Fell;1966;-17,35;13,96667
Chitenay;L6;4000;Fell;1978;47,47083;0,97667
Cilimus;L5;1600;Fell;1979;-6,95;108,1
Claxton;L6;1455;Fell;1984;32,1025;-81,87278
Clohars;L4;48,6;Fell;1822;;
Colby (Wisconsin);L6;104000;Fell;1917;44,9;-90,28333
Cold Bokkeveld;CM2;5200;Fell;1838;-33,13333;19,38333
Coleman;L6;469;Fell;1994;43,76111;-84,50778
Collescipoli;H5;5000;Fell;1890;42,53333;12,61667
Conquista;H4;20350;Fell;1965;-19,85;-47,55
Cosina;H5;1200;Fell;1844;21,16667;-100,86667
Cranganore;L6;1460;Fell;1917;10,2;76,26667
Crescent;CM2;78,4;Fell;1936;35,95;-97,58333
Cronstad;H5;3650;Fell;1877;-27,7;27,3
Cross Roads;H5;167;Fell;1892;35,63333;-78,13333
Crumlin;L5;4255;Fell;1902;54,61667;-6,21667
Cumberland Falls;Aubrite;17000;Fell;1919;36,83333;-84,35
Cynthiana;L/LL4;6000;Fell;1877;38,4;-84,25
Dahmani;LL6;18000;Fell;1981;35,61667;8,83333
Dandapur;L6;5650;Fell;1878;26,91667;83,96667
Daniel's Kuil;EL6;1064;Fell;1868;-28,2;24,56667
Danville;L6;2000;Fell;1868;34,4;-87,06667
Darmstadt;H5;100;Fell;1804;49,86667;8,65
Dashoguz;H5;7000;Fell;1998;41,98444;59,685
Daule;L5;6580;Fell;2008;-1,87089;-79,95756
De Cewsville;H6;340;Fell;1887;43;-80
Deal;L6;28;Fell;1829;40,25;-74
Delhi;L5;0,8;Fell;1897;28,56667;77,25
Demina;L6;16400;Fell;1911;51,46667;84,76667
Denver;L6;230;Fell;1967;39,7825;-104,93056
Dergaon;H5;12500;Fell;2001;26,68333;93,86667
Desuri;H6;25400;Fell;1962;25,73333;73,61667
Devgaon;H3.8;12000;Fell;2001;19;81
Devri-Khera;L6;1140;Fell;1994;24,225;76,525
Dhajala;H3.8;45000;Fell;1976;22,37778;71,42722
Dharwar;OC;1800;Fell;1848;14,88333;75,6
Dhurmsala;LL6;32000;Fell;1860;32,23333;76,46667
Didim;H3-5;3396;Fell;2007;37,35172;27,32997
Diep River;L6;1000;Fell;1906;-33,75;18,56667
Distrito Quebracho;H4;400;Fell;1957;-31,88333;-60,46667
Djati-Pengilon;H6;166000;Fell;1884;-7,5;111,5
Djermaia;H;3950;Fell;1961;12,73333;15,05
Djoumine;H5-6;10000;Fell;1999;36,95;9,55
Dokachi;H5;3840;Fell;1903;23,5;90,33333
Dolgovoli;L6;1600;Fell;1864;50,75;25,3
Domanitch;L5;438;Fell;1907;40;29
Dong Ujimqin Qi;Mesosiderite;128800;Fell;1995;45,5;119,03333
Donga Kohrod;H6;230;Fell;1899;21,86667;82,45
Dongtai;LL6;5500;Fell;1970;32,91667;120,78333
Doroninsk;H5-7;3891;Fell;1805;51,2;112,3
Dosso;L6;1250;Fell;1962;13,05;3,16667
Douar Mghila;LL6;1161;Fell;1932;32,33333;-6,3
Dowa;Stone-uncl;642;Fell;1976;-13,66667;33,91667
Drake Creek;L6;5000;Fell;1827;36,4;-86,5
Dresden (Ontario);H6;47700;Fell;1939;42,52;-82,26
Dubrovnik;L3-6;1900;Fell;1951;42,45833;18,44167
Dunbogan;L6;30;Fell;1999;-31,66667;152,83333
Dundrum;H5;2270;Fell;1865;52,55;-8,03333
Dunhua;Stone-uncl;;Fell;1976;43,33333;128,25
Durala;L6;13200;Fell;1815;30,3;76,63333
Duruma;L6;577;Fell;1853;-4;39,5
Duwun;L6;2117;Fell;1943;33,43333;127,26667
Dwaleni;H4-6;3230;Fell;1970;-27,2;31,31667
Dyalpur;Ureilite;300;Fell;1872;26,25;82
Dyarrl Island;Mesosiderite-A1;188;Fell;1933;-3;151
Eagle;EL6;10000;Fell;1947;40,78167;-96,47167
Ehole;H5;2400;Fell;1961;-17,3;15,83333
Eichst�dt;H5;3000;Fell;1785;48,9;11,21667
Ekeby;H4;3336;Fell;1939;56,03333;13
Ekh Khera;H6;840;Fell;1916;28,26667;78,78333
El Idrissia;L6;10000;Fell;1989;34,41667;3,25
El Paso de Aguila;H5;17226;Fell;1977;25,37;-97,37
El Tigre;L6;5000;Fell;1993;19,96722;-103,05167
Elbert;LL6;680,5;Fell;1998;39,24667;-104,58817
Elbogen;Iron, IID;107000;Fell;1400;50,18333;12,73333
Elenovka;L5;54640;Fell;1951;47,83333;37,66667
Ellemeet;Diogenite;1470;Fell;1925;51,75;4
Emmaville;Eucrite-mmict;127;Fell;1900;-29,46667;151,61667
Enshi;H5;8000;Fell;1974;30,3;109,5
Ensisheim;LL6;127000;Fell;1492;47,86667;7,35
�pinal;H5;277;Fell;1822;48,18333;6,46667
Erakot;CM2;113;Fell;1940;19,03333;81,89167
Erevan;Howardite;107,2;Fell;1911;40,3;44,5
Ergheo;L5;20000;Fell;1889;1,16667;44,16667
Erxleben;H6;2250;Fell;1812;52,21667;11,25
Esnandes;L6;1500;Fell;1837;46,25;-1,1
Essebi;C2-ung;500;Fell;1957;2,88333;30,83333
Estherville;Mesosiderite-A3/4;320000;Fell;1879;43,41667;-94,83333
Farmington;L5;89400;Fell;1890;39,75;-97,03333
Farmville;H4;56000;Fell;1934;35,55;-77,53333
Favars;H5;1500;Fell;1844;44,38333;2,81667
Fayetteville;H4;2360;Fell;1934;36,05;-94,16667
Feid Chair;H4;380;Fell;1875;36,88333;8,45
Felix;CO3.3;3200;Fell;1900;32,53333;-87,16667
Fenghsien-Ku;H5;82;Fell;1924;34,6;116,75
Ferguson;OC;220;Fell;1889;36,1;-81,41667
Fermo;H3-5;10200;Fell;1996;43,18111;13,75333
Fisher;L6;17600;Fell;1894;47,81667;-96,85
Florence;H3;3640;Fell;1922;30,83333;-97,76667
Forest City;H5;152000;Fell;1890;43,25;-93,66667
Forest Vale;H4;26000;Fell;1942;-33,35;146,85833
Forksville;L6;6067;Fell;1924;36,78333;-78,08333
Forsbach;H6;240;Fell;1900;50,95;7,31667
Forsyth;L6;16300;Fell;1829;33,01667;-83,96667
Fort Flatters;Stone-uncl;;Fell;1944;28,25;7
Frankfort (stone);Howardite;650;Fell;1868;34,48333;-87,83333
Fuhe;L5;23000;Fell;1945;31,47556;113,56694
Fukutomi;L5;11620;Fell;1882;33,18333;130,2
F�nen;Stone-uncl;;Fell;1654;55,33333;10,33333
Futtehpur;L6;4000;Fell;1822;25,95;80,81667
Fuyang;Stone-uncl;2500;Fell;1977;32,9;115,9
Galapian;H6;132,7;Fell;1826;44,3;0,4
Galim (a);LL6;36,1;Fell;1952;7,05;12,43333
Galim (b);EH3/4-an;28;Fell;1952;7,05;12,43333
Galkiv;H4;5000;Fell;1995;51,68333;30,78333
Gambat;L6;6400;Fell;1897;27,35;68,53333
Gao-Guenie;H5;;Fell;1960;11,65;-2,18333
Garhi Yasin;Iron, IIE;380;Fell;1917;27,88333;68,53333
Garland;Diogenite-pm;102;Fell;1950;41,68333;-112,13333
Gashua;L6;4162;Fell;1984;12,85;11,03333
Gasseltepaoua;H5;;Fell;2000;14,15083;-2,04167
Geidam;H5;725;Fell;1950;12,91667;11,91667
Gifu;L6;14290;Fell;1909;35,53333;136,88333
Girgenti;L6;18000;Fell;1853;37,31667;13,56667
Git-Git;L6;480;Fell;1947;9,6;9,91667
Glanerbrug;L/LL5;670;Fell;1990;52,2;6,86667
Glanggang;H5-6;1303;Fell;1939;-7,25;107,7
Glasatovo;H4;152000;Fell;1918;57,35;37,61667
Glatton;L6;767;Fell;1991;52,45972;-0,3
Gnadenfrei;H5;1750;Fell;1879;50,66667;16,76667
Gopalpur;H6;1600;Fell;1865;24,23333;89,05
Gorlovka;H3.7;3618;Fell;1974;48,28333;38,08333
Granes;L6;9000;Fell;1964;42,9;2,25
Grefsheim;L5;45,5;Fell;1976;60,66667;11
Grimsby;H5;215;Fell;2009;43,2;-79,61667
Grosnaja;CV3;3500;Fell;1861;43,66667;45,38333
Gross-Divina;H5;10500;Fell;1837;49,26667;18,71667
Grossliebenthal;L6;8000;Fell;1881;46,35;30,58333
Gr�neberg;H4;1000;Fell;1841;51,93333;15,5
Grzempach;H5;690;Fell;1910;52,86667;16,63333
Gualeguaych�;H6;22000;Fell;1932;-33;-58,61667
Guangmingshan;H5;2910;Fell;1996;39,80417;122,76389
Guangnan;L6;;Fell;1983;24,1;105
Guangrao;L6;1900;Fell;1980;37,1;118,4
Guare�a;H6;39000;Fell;1892;38,73333;-6,01667
Gu�a;Stone-uncl;1915;Fell;1891;43,76667;20,23333
Guibga;L5;288;Fell;1972;13,5;-0,68333
Guidder;LL5;968;Fell;1949;9,91667;13,98333
Gujargaon;H5;2449;Fell;1982;22,98333;76,05
Gujba;CBa;100000;Fell;1984;11,49167;11,65833
Gumoschnik;H5;5700;Fell;1904;42,9;24,7
Gurram Konda;L6;28;Fell;1814;13,78333;78,56667
Gursum;H4/5;34650;Fell;1981;9,36667;42,41667
G�tersloh;H3/4;1000;Fell;1851;51,91667;8,38333
Gyokukei;OC;1320;Fell;1930;35;127,5
Hachi-oji;H?;0,2;Fell;1817;35,65;139,33333
Hainaut;H3-6;9000;Fell;1934;50,31667;3,73333
Hallingeberg;L3.4;1456;Fell;1944;57,81667;16,23333
Hamlet;LL4;3710;Fell;1959;41,38333;-86,6
Haraiya;Eucrite-mmict;1000;Fell;1878;26,8;82,53333
Haripura;CM2;315;Fell;1921;28,38333;75,78333
Harleton;L6;8360;Fell;1961;32,675;-94,51167
Harrison County;L6;680;Fell;1859;38,25;-86,16667
Hashima;H4;1110,6;Fell;1910;35,2945;136,70033
Hassi-Jekna;Iron, IAB-sHL;1250;Fell;1890;28,95;0,81667
Hatford;Stone-uncl;29000;Fell;1628;51,65;-1,51667
Haver�;Ureilite;1544;Fell;1971;60,24556;22,06194
Hedeskoga;H5;3500;Fell;1922;55,46667;13,78333
Hedjaz;L3.7-6;6100;Fell;1910;27,33333;35,66667
Heredia;H5;1000;Fell;1857;10;-84,1
Hessle;H5;20000;Fell;1869;59,85;17,66667
Higashi-koen;H5;750;Fell;1897;33,6;130,43333
High Possil;L6;4500;Fell;1804;55,9;-4,23333
Hiroshima;H5;414;Fell;2003;34,45;132,38333
Hoima;H6;167,7;Fell;2003;1,345;31,47278
H�kmark;L4;305,5;Fell;1954;64,43333;21,2
Holbrook;L/LL6;220000;Fell;1912;34,9;-110,18333
Holetta;Stone-uncl;1415;Fell;1923;9,06667;38,41667
Homestead;L5;230000;Fell;1875;41,8;-91,86667
Honolulu;L5;2420;Fell;1825;21,3;-157,86667
Hotse;L6;180;Fell;1956;35,66667;115,5
Hoxie;OC;266,1;Fell;1963;39,35;-100,45
Hraschina;Iron, IID;49000;Fell;1751;46,1;16,33333
Huaxi;H5;1600;Fell;2010;26,46469;106,63241
Hungen;H6;112;Fell;1877;50,3;8,91667
Hvittis;EL6;14000;Fell;1901;61,18333;22,68333
Ibbenb�ren;Diogenite;2000;Fell;1870;52,28333;7,7
Ibitira;Eucrite-mmict;2500;Fell;1957;-20;-45
Ibrisim;OC;;Fell;1949;38;35
Ichkala;H6;3973;Fell;1936;58,2;82,93333
Idutywa;H5;3457;Fell;1956;-32,1;28,33333
Iguaracu;H5;1200;Fell;1977;-23,2;-51,83333
Ijopega;H6;7330;Fell;1975;-6,03333;145,36667
Indarch;EH4;27000;Fell;1891;39,75;46,66667
Independence;L6;880;Fell;1917;39,08333;-94,4
Inner Mongolia;L6;3000;Fell;1963;41;112
Innisfree;L5;4576;Fell;1977;53,415;-111,3375
Ipiranga;H6;7000;Fell;1972;-25,5;-54,5
Ishinga;H;1300;Fell;1954;-8,93333;33,8
Isthilart;H5;3050;Fell;1928;-31,18333;-57,95
Itapicuru-Mirim;H5;2024;Fell;1879;-3,4;-44,33333
Itqiy;EH7-an;4720;Fell;1990;26,59083;-12,95217
Ivuna;CI1;704,5;Fell;1938;-8,41667;32,43333
Jackalsfontein;L6;48000;Fell;1903;-32,5;21,9
Jajh deh Kot Lalu;EL6;973;Fell;1926;26,75;68,41667
Jalanash;Ureilite;700;Fell;1990;;
Jalandhar;Iron;1967;Fell;1621;31;75
Jamkheir;H6;22;Fell;1866;18,75;75,33333
Jartai;L6;20500;Fell;1979;39,7;105,8
Jelica;LL6;34000;Fell;1889;43,83333;20,44167
Jemlapur;L6;450;Fell;1901;;
Jesenice;L6;3667;Fell;2009;46,42137;14,05217
Jhung;L5;5900;Fell;1873;31,3;72,38333
Jiange;H5;222;Fell;1964;31,91667;104,91667
Jianshi;Iron, IIIAB;600000;Fell;1890;30,80833;109,5
Jilin;H5;4e+06;Fell;1976;44,05;126,16667
Jodiya;L5;100;Fell;2006;22,68;70,31333
Jodzie;Howardite;30;Fell;1877;55,7;24,4
Johnstown;Diogenite;40300;Fell;1924;40,35;-104,9
Jolomba;LL6;483;Fell;1974;-11,85;15,83333
Jonzac;Eucrite-mmict;5000;Fell;1819;45,43333;-0,45
Juancheng;H5;100000;Fell;1997;35,5;115,41667
Judesegeri;H6;680;Fell;1876;12,85;76,8
Jumapalo;L6;32490;Fell;1984;-7,71667;111,2
Junan;L6;950;Fell;1976;35,2;118,8
Juromenha;Iron, IIIAB;25250;Fell;1968;38,74028;-7,27
Juvinas;Eucrite-mmict;91000;Fell;1821;44,71667;4,3
Kaba;CV3;3000;Fell;1857;47,35;21,3
Kabo;H4;13400;Fell;1971;11,85;8,21667
Kadonah;H6;89;Fell;1822;27,08333;78,33333
Kaee;H5;230;Fell;1838;27,25;79,96667
Kagarlyk;L6;1900;Fell;1908;49,86667;30,83333
Kaidun;CR2;2000;Fell;1980;15;48,3
Kainsaz;CO3.2;200000;Fell;1937;55,43333;53,25
Kakangari;K3;350;Fell;1890;12,38333;78,51667
Kakowa;L6;577;Fell;1858;45,13333;21,66667
Kalaba;H4;950;Fell;1951;-6,83333;29,5
Kalumbi;L6;4500;Fell;1879;17,83333;73,98333
Kamalpur;L6;2770;Fell;1942;26,03333;81,46667
Kamiomi;H5;448;Fell;1913;36,04167;139,95667
Kamsagar;L6;1293;Fell;1902;14,18333;75,8
Kandahar (Afghanistan);L6;299;Fell;1959;31,6;65,78333
Kangean;H5;1630;Fell;1908;-7;115,5
Kangra Valley;H5;400;Fell;1897;32,08333;76,3
Kapoeta;Howardite;11355;Fell;1942;4,7;33,63333
Kaprada;L5/6;1600;Fell;2004;20,33916;73,22329
Kaptal-Aryk;L6;3500;Fell;1937;42,45;73,36667
Karakol;LL6;3000;Fell;1840;47,21667;81,01667
Karatu;LL6;2220;Fell;1963;-3,5;35,58333
Karewar;L6;180;Fell;1949;12,9;7,15
Karkh;L6;22000;Fell;1905;27,8;67,16667
Karloowala;L6;2950;Fell;1955;31,58333;71,6
Karoonda;CK4;41730;Fell;1930;-35,08333;139,91667
Kasamatsu;H;710;Fell;1938;35,36667;136,76667
Kasauli;H4;16820;Fell;2003;29,58333;77,58333
Katagum;L6;1500;Fell;1999;11,33333;10,08333
Kavarpura;Iron, IIE-an;6800;Fell;2006;25,14333;75,81333
Kayakent;Iron, IIIAB;85000;Fell;1961;39,26333;31,78
Kediri;L4;3300;Fell;1940;-7,75;112,01667
Kemer;L4;5760;Fell;2008;36,54194;29,41822
Kendleton;L4;6937;Fell;1939;29,45;-96
Kendrapara;H4-5;6669,2;Fell;2003;20,4625;86,70278
Kerilis;H5;5000;Fell;1874;48,4;-3,3
Kernouve;H6;80000;Fell;1869;48,11667;-3,08333
Kesen;H4;135000;Fell;1850;38,98333;141,61667
Khairpur;EL6;13600;Fell;1873;29,53333;72,3
Khanpur;LL5;3698;Fell;1932;25,55;83,11667
